"Date","Price","Open","High","Low","Vol.","Change %"
"07/31/2025","35.279","35.095","35.490","34.560","69.95K","2.15%"
"07/30/2025","34.537","34.500","35.000","33.500","42.79K","1.27%"
"07/29/2025","34.103","33.010","34.300","33.005","70.77K","3.66%"
"07/28/2025","32.899","32.550","33.120","31.985","77.51K","1.23%"
"07/25/2025","32.499","32.490","32.785","31.905","75.56K","0.44%"
"07/24/2025","32.358","32.820","33.200","32.095","79.50K","-1.02%"
"07/23/2025","32.690","33.350","33.730","32.555","77.51K","-1.27%"
"07/22/2025","33.111","33.295","33.495","32.900","75.59K","-0.14%"
"07/21/2025","33.159","33.500","34.000","33.110","72.53K","-1.30%"
"07/18/2025","33.595","34.350","34.770","33.410","77.21K","-2.36%"
"07/17/2025","34.407","34.910","35.300","34.300","75.32K","-1.15%"
"07/16/2025","34.809","34.500","35.155","34.375","70.17K","1.06%"
"07/15/2025","34.445","35.200","35.350","34.195","75.96K","-2.85%"
"07/14/2025","35.454","35.600","36.320","35.020","85.21K","-0.30%"
"07/11/2025","35.561","35.000","35.700","34.735","67.32K","1.11%"
"07/10/2025","35.170","34.695","35.390","34.465","65.57K","2.52%"
"07/09/2025","34.304","34.570","34.945","34.240","63.99K","0.25%"
"07/08/2025","34.219","34.175","34.635","33.755","83.25K","1.78%"
"07/07/2025","33.621","33.400","34.150","32.900","58.69K","0.45%"
"07/04/2025","33.469","33.750","34.025","33.225","57.53K","-0.45%"
"07/03/2025","33.621","33.460","34.255","33.305","67.09K","0.09%"
"07/02/2025","33.591","33.900","34.500","33.160","69.40K","-0.30%"
"07/01/2025","33.693","33.250","33.965","32.725","78.95K","2.42%"
"06/30/2025","32.898","33.415","33.535","32.640","72.69K","-0.57%"
"06/27/2025","33.087","33.610","33.900","32.760","72.32K","-2.75%"
"06/26/2025","34.024","35.255","35.650","33.410","97.36K","-3.89%"
"06/25/2025","35.401","35.155","35.975","35.100","91.44K","-0.60%"
"06/24/2025","35.615","37.000","37.100","35.030","185.69K","-12.11%"
"06/23/2025","40.522","42.100","42.440","40.200","132.36K","-0.99%"
"06/20/2025","40.929","40.715","41.225","39.700","112.46K","-1.68%"
"06/19/2025","41.628","39.200","41.900","39.200","112.61K","7.59%"
"06/18/2025","38.693","39.320","40.420","38.530","136.44K","-1.57%"
"06/17/2025","39.309","38.175","39.735","38.055","109.77K","3.70%"
"06/16/2025","37.906","38.100","39.610","37.340","127.92K","0.03%"
"06/13/2025","37.894","38.000","38.575","36.900","164.66K","4.75%"
"06/12/2025","36.177","36.150","36.650","35.665","87.32K","0.74%"
"06/11/2025","35.913","34.845","36.000","34.845","105.89K","3.68%"
"06/10/2025","34.638","35.550","35.625","34.440","83.95K","-2.72%"
"06/09/2025","35.605","36.485","36.505","35.415","64.20K","-1.78%"
"06/06/2025","36.251","36.395","36.850","35.870","74.47K","-0.39%"
"06/05/2025","36.393","35.865","36.670","35.675","75.29K","2.08%"
"06/04/2025","35.650","36.195","36.485","35.350","92.70K","-0.55%"
"06/03/2025","35.848","34.895","36.115","34.890","68.60K","2.38%"
"06/02/2025","35.015","34.050","35.490","33.705","80.88K","2.30%"
"05/30/2025","34.228","35.155","35.440","33.825","92.87K","-2.65%"
"05/29/2025","35.158","36.990","37.005","34.800","33.02K","-4.17%"
"05/28/2025","36.687","36.665","37.125","36.350","73.04K","-0.86%"
"05/27/2025","37.006","36.960","37.935","36.435","102.00K","-0.66%"
"05/26/2025","37.253","36.890","37.355","36.595","31.77K","2.20%"
"05/23/2025","36.450","36.645","36.865","35.420","94.70K","0.26%"
"05/22/2025","36.356","36.455","37.185","36.105","61.85K","-0.72%"
"05/21/2025","36.621","37.050","37.815","36.415","78.03K","-0.97%"
"05/20/2025","36.979","35.000","37.205","34.985","96.32K","4.98%"
"05/19/2025","35.225","35.300","35.495","34.800","58.98K","0.20%"
"05/16/2025","35.156","35.705","35.930","34.730","83.16K","-0.39%"
"05/15/2025","35.294","34.830","35.610","34.455","87.71K","0.70%"
"05/14/2025","35.048","35.600","35.900","34.425","69.38K","-1.95%"
"05/13/2025","35.744","35.275","36.150","34.930","66.72K","1.00%"
"05/12/2025","35.390","34.550","36.325","34.450","98.38K","2.23%"
"05/09/2025","34.618","35.700","36.050","34.300","79.85K","-2.05%"
"05/08/2025","35.341","34.020","35.745","34.020","79.23K","2.35%"
"05/07/2025","34.531","35.000","35.500","34.075","86.08K","-0.61%"
"05/06/2025","34.743","32.930","35.140","32.930","73.13K","5.51%"
"05/05/2025","32.930","32.600","33.150","32.400","26.31K","-0.45%"
"05/02/2025","33.078","31.990","33.675","31.815","80.98K","2.89%"
"05/01/2025","32.149","32.175","32.465","31.585","51.32K","-0.52%"
"04/30/2025","32.317","31.450","32.900","31.440","73.56K","1.45%"
"04/29/2025","31.856","31.805","32.170","31.195","59.36K","-1.67%"
"04/28/2025","32.398","32.055","32.790","31.635","74.06K","-0.10%"
"04/25/2025","32.432","33.700","33.800","31.945","89.61K","-3.40%"
"04/24/2025","33.574","33.995","34.355","32.990","95.06K","-1.72%"
"04/23/2025","34.160","34.655","35.070","33.800","91.69K","-0.25%"
"04/22/2025","34.244","34.790","35.790","33.930","73.82K","-3.96%"
"04/17/2025","35.657","35.310","35.930","35.290","73.96K","0.98%"
"04/16/2025","35.312","34.020","35.655","33.780","80.69K","2.63%"
"04/15/2025","34.407","35.000","35.535","34.080","82.60K","-0.27%"
"04/14/2025","34.499","33.785","34.835","33.690","70.10K","3.10%"
"04/11/2025","33.463","32.700","34.075","32.545","84.70K","0.51%"
"04/10/2025","33.293","36.250","36.420","33.065","106.60K","-1.11%"
"04/09/2025","33.666","33.935","35.450","33.245","150.91K","-7.08%"
"04/08/2025","36.231","36.335","36.980","35.490","82.72K","-2.08%"
"04/07/2025","37.000","35.490","38.620","33.505","127.51K","1.65%"
"04/04/2025","36.401","39.005","39.520","35.150","124.69K","-7.15%"
"04/03/2025","39.203","40.500","40.500","38.400","104.79K","-4.99%"
"04/02/2025","41.263","42.400","43.095","40.840","75.56K","-2.80%"
"04/01/2025","42.450","40.745","42.700","40.350","80.57K","4.38%"
"03/31/2025","40.667","40.600","41.420","39.850","75.31K","0.20%"
"03/28/2025","40.587","41.300","41.350","40.250","72.98K","-1.49%"
"03/27/2025","41.202","40.750","41.640","40.350","95.01K","0.81%"
"03/26/2025","40.870","40.820","41.420","40.420","88.19K","-1.65%"
"03/25/2025","41.555","42.245","42.950","41.050","96.50K","-2.79%"
"03/24/2025","42.748","42.625","43.000","41.190","92.05K","0.34%"
"03/21/2025","42.605","44.440","45.495","42.000","118.44K","-0.58%"
"03/20/2025","42.855","43.900","44.330","42.650","105.23K","-1.15%"
"03/19/2025","43.355","41.290","43.985","41.290","125.83K","6.38%"
"03/18/2025","40.755","41.000","41.990","39.740","89.79K","-1.20%"
"03/17/2025","41.248","41.625","42.105","40.275","83.89K","-2.46%"
"03/14/2025","42.290","40.925","42.920","40.750","111.03K","0.51%"
"03/13/2025","42.076","41.900","43.650","40.145","129.06K","-0.42%"
"03/12/2025","42.254","41.550","43.445","41.210","110.62K","-1.07%"
"03/11/2025","42.710","41.225","43.735","40.775","103.58K","3.58%"
"03/10/2025","41.232","39.000","41.400","38.500","96.58K","3.15%"
"03/07/2025","39.971","37.720","41.580","36.400","175.88K","4.53%"
"03/06/2025","38.240","41.250","42.205","37.535","135.03K","-7.87%"
"03/05/2025","41.508","42.500","44.000","40.825","125.45K","-4.50%"
"03/04/2025","43.464","45.220","45.900","42.430","114.63K","-3.87%"
"03/03/2025","45.213","45.250","47.300","44.500","89.16K","2.01%"
"02/28/2025","44.320","45.650","46.645","44.000","90.23K","-1.36%"
"02/27/2025","44.930","41.050","45.450","41.000","60.60K","8.69%"
"02/26/2025","41.336","43.850","44.210","40.820","97.25K","-6.67%"
"02/25/2025","44.291","47.000","47.235","43.485","96.63K","-6.05%"
"02/24/2025","47.144","46.520","47.450","44.930","112.16K","-0.11%"
"02/21/2025","47.195","47.605","48.300","45.905","106.56K","-0.63%"
"02/20/2025","47.494","47.175","48.715","46.000","97.38K","-1.60%"
"02/19/2025","48.264","49.750","50.445","46.960","108.93K","-1.93%"
"02/18/2025","49.215","47.550","49.930","46.820","133.17K","2.24%"
"02/17/2025","48.136","49.880","50.985","47.560","86.40K","-5.03%"
"02/14/2025","50.685","50.450","51.650","48.390","133.79K","-1.36%"
"02/13/2025","51.383","54.500","54.560","50.500","148.47K","-7.69%"
"02/12/2025","55.661","56.300","57.050","54.140","123.74K","-3.64%"
"02/11/2025","57.766","57.770","59.390","56.205","113.36K","-0.47%"
"02/10/2025","58.039","57.000","58.750","56.675","104.12K","4.16%"
"02/07/2025","55.723","54.190","56.095","53.600","105.42K","2.24%"
"02/06/2025","54.502","53.750","55.455","53.450","116.16K","1.99%"
"02/05/2025","53.438","52.150","53.950","51.715","95.43K","2.67%"
"02/04/2025","52.048","53.400","53.445","51.290","107.49K","-3.25%"
"02/03/2025","53.794","54.395","54.805","52.790","101.90K","1.05%"
"01/31/2025","53.237","51.510","53.840","51.510","118.34K","2.92%"
"01/30/2025","51.726","51.100","52.650","50.435","62.12K","1.11%"
"01/29/2025","51.156","48.940","51.500","48.925","84.29K","6.08%"
"01/28/2025","48.224","48.370","48.830","47.785","72.11K","0.76%"
"01/27/2025","47.862","48.695","49.300","47.600","114.64K","-3.70%"
"01/24/2025","49.702","49.550","50.160","48.150","95.12K","1.18%"
"01/23/2025","49.123","49.420","50.475","48.525","96.35K","0.84%"
"01/22/2025","48.716","50.000","50.790","48.505","93.58K","-2.62%"
"01/21/2025","50.027","47.895","50.245","47.430","104.88K","4.54%"
"01/20/2025","47.853","46.795","48.075","46.065","88.83K","2.06%"
"01/17/2025","46.887","46.375","47.410","45.700","84.44K","1.40%"
"01/16/2025","46.241","46.700","46.700","45.645","74.91K","-1.63%"
"01/15/2025","47.006","47.400","47.955","46.415","94.66K","0.13%"
"01/14/2025","46.947","48.280","48.720","46.340","108.82K","-2.72%"
"01/13/2025","48.261","46.400","48.600","46.400","112.76K","7.23%"
"01/10/2025","45.008","45.005","45.880","43.175","119.22K","0.05%"
"01/09/2025","44.987","44.950","45.500","43.870","101.52K","-1.26%"
"01/08/2025","45.559","47.975","48.280","45.075","98.59K","-4.03%"
"01/07/2025","47.474","47.000","47.920","45.950","79.23K","0.31%"
"01/06/2025","47.326","49.395","49.395","46.925","89.34K","-4.63%"
"01/03/2025","49.622","49.975","50.400","49.355","62.45K","-1.29%"
"01/02/2025","50.273","50.555","51.000","48.550","85.75K","2.83%"
"12/31/2024","48.889","48.240","50.570","48.075","45.25K","2.64%"
"12/30/2024","47.633","48.935","48.935","47.060","42.14K","-0.21%"
"12/27/2024","47.731","47.000","48.020","46.650","62.52K","4.37%"
"12/24/2024","45.731","45.875","46.625","45.040","44.03K","0.41%"
"12/23/2024","45.545","43.950","45.850","43.790","60.71K","3.21%"
"12/20/2024","44.130","43.715","44.710","42.730","88.17K","2.44%"
"12/19/2024","43.078","41.500","43.745","39.790","113.49K","5.05%"
"12/18/2024","41.007","42.110","42.500","40.585","90.33K","-2.52%"
"12/17/2024","42.065","39.800","42.205","39.800","114.43K","4.44%"
"12/16/2024","40.277","40.180","40.635","38.885","109.62K","-2.28%"
"12/13/2024","41.215","42.700","43.275","40.995","107.19K","-3.71%"
"12/12/2024","42.804","44.715","44.900","42.465","106.73K","-4.23%"
"12/11/2024","44.694","45.535","46.000","44.400","75.12K","-1.88%"
"12/10/2024","45.552","44.840","45.865","44.430","71.21K","1.55%"
"12/09/2024","44.855","46.350","46.380","44.730","89.52K","-3.50%"
"12/06/2024","46.480","46.205","46.725","45.900","71.65K","-0.15%"
"12/05/2024","46.551","47.750","48.050","45.970","75.53K","-1.05%"
"12/04/2024","47.046","48.000","48.220","46.655","84.69K","-3.11%"
"12/03/2024","48.557","48.650","49.095","48.200","61.82K","-0.20%"
"12/02/2024","48.655","48.300","49.320","48.300","81.39K","1.77%"
"11/29/2024","47.811","46.750","48.000","46.195","91.11K","3.35%"
"11/28/2024","46.260","46.800","47.150","46.005","33.38K","-1.07%"
"11/27/2024","46.762","46.480","46.915","45.860","61.09K","-0.96%"
"11/26/2024","47.216","47.500","48.440","45.950","107.23K","-1.08%"
"11/25/2024","47.733","47.050","48.905","46.585","91.21K","1.52%"
"11/22/2024","47.018","48.800","49.550","46.650","112.62K","-2.66%"
"11/21/2024","48.303","46.950","48.860","46.940","91.03K","3.22%"
"11/20/2024","46.796","45.595","47.230","45.140","88.88K","2.47%"
"11/19/2024","45.668","47.000","47.400","45.460","101.75K","-2.63%"
"11/18/2024","46.900","45.350","47.150","44.800","87.47K","0.75%"
"11/15/2024","46.551","46.000","47.490","45.410","125.36K","0.71%"
"11/14/2024","46.224","45.500","46.490","44.980","106.28K","5.86%"
"11/13/2024","43.666","43.225","43.990","42.200","106.50K","-1.33%"
"11/12/2024","44.255","43.930","44.465","42.990","90.49K","1.21%"
"11/11/2024","43.728","41.630","44.110","41.205","108.69K","3.11%"
"11/08/2024","42.409","41.600","43.075","41.595","91.05K","2.74%"
"11/07/2024","41.276","40.600","41.600","40.340","79.21K","2.20%"
"11/06/2024","40.388","40.055","40.715","39.035","91.18K","-0.26%"
"11/05/2024","40.492","40.510","41.250","40.270","80.79K","0.47%"
"11/04/2024","40.301","39.200","40.525","39.100","78.86K","2.87%"
"11/01/2024","39.175","38.850","40.425","38.350","114.77K","-3.48%"
"10/31/2024","40.588","41.500","41.510","38.025","115.79K","-0.77%"
"10/30/2024","40.903","42.150","42.450","40.835","47.78K","-4.59%"
"10/29/2024","42.869","42.600","43.750","42.205","78.87K","0.82%"
"10/28/2024","42.519","42.350","42.870","41.650","85.47K","-2.28%"
"10/25/2024","43.513","42.370","43.680","42.050","81.09K","3.22%"
"10/24/2024","42.154","41.720","42.650","41.585","88.70K","1.87%"
"10/23/2024","41.380","40.990","41.875","40.640","78.59K","1.66%"
"10/22/2024","40.704","39.800","41.100","39.715","84.08K","1.70%"
"10/21/2024","40.024","39.295","40.260","39.270","73.40K","2.09%"
"10/18/2024","39.204","39.515","39.750","39.090","67.25K","-1.12%"
"10/17/2024","39.650","39.485","40.040","39.300","62.20K","1.04%"
"10/16/2024","39.241","40.000","40.465","39.145","74.76K","-1.83%"
"10/15/2024","39.973","39.700","40.135","38.845","85.59K","-1.44%"
"10/14/2024","40.559","39.600","40.795","39.150","66.05K","1.71%"
"10/11/2024","39.879","40.205","40.625","39.500","75.89K","-1.03%"
"10/10/2024","40.293","38.600","40.400","38.075","81.02K","5.09%"
"10/09/2024","38.341","39.000","39.200","38.075","84.54K","-1.49%"
"10/08/2024","38.919","40.250","40.305","38.550","94.55K","-3.29%"
"10/07/2024","40.244","40.490","41.000","39.450","99.50K","-1.80%"
"10/04/2024","40.980","39.750","41.180","39.345","83.56K","2.68%"
"10/03/2024","39.912","38.800","40.030","38.005","92.11K","3.35%"
"10/02/2024","38.617","40.250","40.545","38.425","101.53K","-1.67%"
"10/01/2024","39.273","38.600","39.755","37.400","120.14K","0.59%"
"09/30/2024","39.044","38.985","39.500","38.620","81.54K","2.44%"
"09/27/2024","38.114","37.750","38.195","37.050","50.59K","0.59%"
"09/26/2024","37.890","37.525","37.965","36.400","98.46K","1.53%"
"09/25/2024","37.319","36.240","37.610","35.950","92.57K","5.38%"
"09/24/2024","35.413","36.295","36.665","35.265","103.00K","-2.20%"
"09/23/2024","36.211","35.000","36.340","34.450","116.88K","5.13%"
"09/20/2024","34.444","34.000","35.150","33.750","101.02K","4.11%"
"09/19/2024","33.083","35.510","36.770","32.040","174.74K","-6.13%"
"09/18/2024","35.245","35.825","35.825","34.670","73.96K","-0.85%"
"09/17/2024","35.547","34.100","35.750","33.805","78.03K","4.30%"
"09/16/2024","34.081","35.230","35.300","33.960","75.90K","-4.40%"
"09/13/2024","35.648","35.245","36.185","35.065","77.44K","1.30%"
"09/12/2024","35.191","35.850","35.885","34.830","75.49K","-2.63%"
"09/11/2024","36.142","35.310","36.340","34.670","106.45K","2.44%"
"09/10/2024","35.282","37.340","37.900","34.865","130.42K","-5.49%"
"09/09/2024","37.333","36.800","37.500","36.375","68.54K","2.34%"
"09/06/2024","36.479","36.400","37.630","36.300","78.43K","0.78%"
"09/05/2024","36.195","35.830","36.775","35.550","93.81K","1.11%"
"09/04/2024","35.798","36.900","37.060","35.590","98.22K","-3.75%"
"09/03/2024","37.193","38.480","38.535","36.920","86.08K","-3.60%"
"09/02/2024","38.580","39.500","39.960","38.465","69.88K","-3.12%"
"08/30/2024","39.823","39.170","40.325","38.750","80.08K","3.17%"
"08/29/2024","38.601","38.420","39.040","37.915","46.40K","0.21%"
"08/28/2024","38.520","38.555","39.580","38.300","81.00K","-0.44%"
"08/27/2024","38.689","37.995","39.045","37.285","81.75K","2.74%"
"08/26/2024","37.656","36.845","37.920","36.135","31.85K","2.15%"
"08/23/2024","36.863","36.995","37.400","36.095","69.00K","0.75%"
"08/22/2024","36.587","37.015","37.655","36.170","67.69K","-1.14%"
"08/21/2024","37.010","38.010","38.530","36.830","67.28K","-2.49%"
"08/20/2024","37.957","39.495","40.125","37.575","94.13K","-4.74%"
"08/19/2024","39.845","39.400","40.450","39.060","65.47K","0.51%"
"08/16/2024","39.644","39.575","40.095","39.120","62.84K","0.11%"
"08/15/2024","39.601","38.830","39.930","38.505","62.38K","1.63%"
"08/14/2024","38.967","39.205","40.295","38.715","76.43K","-1.30%"
"08/13/2024","39.480","39.550","40.430","38.700","78.95K","-0.45%"
"08/12/2024","39.658","39.830","42.900","39.220","94.01K","-1.83%"
"08/09/2024","40.396","40.385","40.750","39.420","66.51K","0.75%"
"08/08/2024","40.095","38.650","40.475","38.175","97.16K","4.28%"
"08/07/2024","38.451","36.940","38.785","35.860","93.13K","4.84%"
"08/06/2024","36.676","36.000","37.060","35.650","73.69K","3.32%"
"08/05/2024","35.498","36.895","36.900","34.745","76.77K","-3.14%"
"08/02/2024","36.649","36.900","37.150","36.065","71.05K","-0.87%"
"08/01/2024","36.969","35.895","37.075","35.755","65.99K","3.07%"
"07/31/2024","35.868","35.250","36.000","35.060","74.40K","4.39%"
"07/30/2024","34.361","33.900","34.540","33.285","55.98K","1.44%"
"07/29/2024","33.873","32.200","33.960","32.065","77.00K","4.30%"
"07/26/2024","32.475","32.045","32.900","31.895","61.30K","2.19%"
"07/25/2024","31.779","32.495","32.500","31.650","66.85K","-2.58%"
"07/24/2024","32.621","31.545","32.980","31.360","71.40K","3.16%"
"07/23/2024","31.622","31.705","31.885","31.220","56.37K","-0.68%"
"07/22/2024","31.839","31.705","31.975","31.100","66.06K","-1.03%"
"07/19/2024","32.170","32.600","32.775","31.685","66.64K","-1.54%"
"07/18/2024","32.674","31.745","32.785","31.605","67.93K","2.45%"
"07/17/2024","31.893","33.095","33.285","31.555","75.99K","-2.76%"
"07/16/2024","32.797","32.080","33.050","31.730","80.55K","4.55%"
"07/15/2024","31.371","31.690","32.145","31.070","68.29K","-1.10%"
"07/12/2024","31.719","31.295","32.250","30.870","65.97K","1.95%"
"07/11/2024","31.112","30.850","31.490","30.325","62.91K","1.07%"
"07/10/2024","30.784","31.245","31.710","30.650","56.12K","-1.76%"
"07/09/2024","31.335","32.445","32.445","30.905","65.60K","-2.95%"
"07/08/2024","32.286","32.990","33.770","32.030","72.08K","-2.36%"
"07/05/2024","33.067","33.555","33.975","32.875","55.06K","-0.54%"
"07/04/2024","33.246","32.845","33.800","32.285","69.88K","1.70%"
"07/03/2024","32.691","33.500","33.745","32.620","96.04K","-2.95%"
"07/02/2024","33.685","33.435","33.900","33.115","69.29K","0.60%"
"07/01/2024","33.485","34.455","35.110","33.400","68.96K","-2.89%"
"06/28/2024","34.480","34.500","34.800","34.000","63.07K","-0.25%"
"06/27/2024","34.565","34.100","34.745","33.770","54.80K","2.19%"
"06/26/2024","33.824","34.700","35.400","33.700","91.24K","-2.95%"
"06/25/2024","34.853","34.420","35.055","34.215","65.18K","2.27%"
"06/24/2024","34.080","33.850","34.620","33.640","64.16K","0.42%"
"06/21/2024","33.936","34.450","34.700","33.840","58.29K","-1.53%"
"06/20/2024","34.464","35.295","35.730","34.225","79.05K","-2.47%"
"06/19/2024","35.338","34.650","35.625","34.300","80.32K","1.84%"
"06/18/2024","34.700","34.185","35.095","33.910","76.01K","1.43%"
"06/17/2024","34.210","35.305","35.870","34.140","72.12K","-3.25%"
"06/14/2024","35.360","35.585","36.095","34.750","85.60K","-1.02%"
"06/13/2024","35.724","35.200","36.885","35.155","81.91K","1.22%"
"06/12/2024","35.294","34.155","36.040","33.850","80.15K","2.94%"
"06/11/2024","34.285","34.200","35.395","33.500","89.80K","0.08%"
"06/10/2024","34.258","33.110","34.700","32.300","78.79K","3.47%"
"06/07/2024","33.109","32.900","33.575","32.700","61.81K","-1.71%"
"06/06/2024","33.686","33.385","34.295","32.850","73.72K","0.99%"
"06/05/2024","33.355","33.900","34.500","33.150","74.00K","-1.31%"
"06/04/2024","33.797","36.200","36.550","33.670","120.19K","-6.16%"
"06/03/2024","36.014","35.090","38.700","35.090","136.88K","5.23%"
"05/31/2024","34.223","35.000","35.715","34.100","74.65K","-2.75%"
"05/30/2024","35.192","33.800","35.490","33.350","34.83K","3.88%"
"05/29/2024","33.879","33.605","34.400","33.050","69.03K","1.03%"
"05/28/2024","33.534","35.000","35.180","33.155","75.78K","-4.85%"
"05/27/2024","35.243","33.900","35.510","33.880","26.70K","3.31%"
"05/24/2024","34.115","35.390","35.700","33.485","76.80K","-3.16%"
"05/23/2024","35.228","34.770","36.235","33.775","98.18K","2.44%"
"05/22/2024","34.389","32.825","34.830","32.660","90.78K","4.20%"
"05/21/2024","33.004","31.725","33.235","31.300","99.52K","3.89%"
"05/20/2024","31.768","31.150","32.190","30.995","69.57K","3.25%"
"05/17/2024","30.769","30.550","31.070","30.150","61.02K","1.72%"
"05/16/2024","30.248","29.500","30.765","29.355","75.57K","1.73%"
"05/15/2024","29.734","29.535","30.570","29.465","70.46K","0.22%"
"05/14/2024","29.669","29.895","30.215","29.285","66.61K","0.31%"
"05/13/2024","29.578","30.000","30.000","29.150","62.74K","-1.50%"
"05/10/2024","30.029","30.805","31.590","29.670","73.14K","-2.71%"
"05/09/2024","30.865","30.590","31.530","30.400","59.21K","0.84%"
"05/08/2024","30.609","30.840","31.050","30.000","67.31K","-1.47%"
"05/07/2024","31.067","31.525","32.130","30.550","74.29K","-2.31%"
"05/06/2024","31.801","30.450","32.210","30.005","37.40K","4.17%"
"05/03/2024","30.528","30.900","31.840","30.020","83.33K","-1.25%"
"05/02/2024","30.913","29.045","31.190","28.510","92.40K","7.60%"
"05/01/2024","28.730","29.250","29.550","28.455","48.57K","-1.33%"
"04/30/2024","29.118","28.000","29.540","27.900","75.03K","4.02%"
"04/29/2024","27.994","28.845","28.850","27.850","49.53K","-3.09%"
"04/26/2024","28.886","29.975","30.325","28.825","71.74K","-2.97%"
"04/25/2024","29.771","29.470","30.800","29.190","82.64K","2.59%"
"04/24/2024","29.018","28.505","29.425","28.050","66.69K","2.11%"
"04/23/2024","28.417","29.315","29.965","28.360","79.96K","-3.05%"
"04/22/2024","29.310","30.250","30.460","29.065","72.29K","-4.71%"
"04/19/2024","30.758","32.905","33.835","30.560","88.55K","-4.80%"
"04/18/2024","32.309","31.500","32.650","30.335","85.60K","3.26%"
"04/17/2024","31.289","33.245","33.950","31.110","96.83K","-5.58%"
"04/16/2024","33.139","31.450","33.745","31.400","107.90K","6.41%"
"04/15/2024","31.143","30.745","31.585","29.755","86.73K","1.34%"
"04/12/2024","30.732","29.375","30.995","28.875","95.05K","4.61%"
"04/11/2024","29.377","27.615","29.700","27.600","88.03K","8.40%"
"04/10/2024","27.100","27.025","28.000","26.810","75.86K","-0.92%"
"04/09/2024","27.351","27.745","28.620","27.165","88.90K","-2.00%"
"04/08/2024","27.908","26.450","28.500","26.060","85.32K","4.89%"
"04/05/2024","26.606","26.265","27.040","26.010","74.15K","1.53%"
"04/04/2024","26.206","25.785","26.580","25.480","80.27K","2.52%"
"04/03/2024","25.563","26.170","26.170","25.180","87.54K","-2.44%"
"04/02/2024","26.203","27.250","27.800","26.045","81.70K","-4.16%"
"03/28/2024","27.340","27.435","28.150","27.120","64.74K","-1.25%"
"03/27/2024","27.687","27.100","27.825","26.800","56.50K","2.05%"
"03/26/2024","27.132","28.000","28.250","26.960","85.78K","-4.76%"
"03/25/2024","28.489","27.525","29.085","27.525","90.68K","4.13%"
"03/22/2024","27.360","26.450","27.925","26.100","76.73K","2.57%"
"03/21/2024","26.675","27.300","27.500","26.285","76.89K","-3.85%"
"03/20/2024","27.742","28.780","28.900","27.260","108.11K","-3.89%"
"03/19/2024","28.866","29.010","29.745","27.750","115.82K","0.15%"
"03/18/2024","28.822","27.300","29.225","27.285","126.27K","6.65%"
"03/15/2024","27.026","26.400","27.325","25.975","100.68K","3.75%"
"03/14/2024","26.049","24.600","26.695","24.450","88.15K","4.60%"
