"Date","Price","Open","High","Low","Vol.","Change %"
"03/15/2024","96.065","96.070","96.075","96.065","120.21K","-0.01%"
"03/14/2024","96.070","96.070","96.080","96.065","133.11K","0.00%"
"03/13/2024","96.070","96.080","96.080","96.065","123.11K","-0.01%"
"03/12/2024","96.075","96.075","96.080","96.070","142.28K","0.00%"
"03/11/2024","96.075","96.080","96.085","96.070","93.39K","-0.01%"
"03/08/2024","96.080","96.075","96.095","96.075","197.84K","0.01%"
"03/07/2024","96.075","96.085","96.100","96.070","250.95K","-0.01%"
"03/06/2024","96.080","96.090","96.095","96.080","182.98K","-0.01%"
"03/05/2024","96.085","96.080","96.095","96.070","206.10K","0.01%"
"03/04/2024","96.075","96.080","96.090","96.075","136.32K","0.00%"
"03/01/2024","96.075","96.075","96.090","96.070","227.36K","-0.01%"
"02/29/2024","96.085","96.090","96.095","96.070","267.09K","-0.01%"
"02/28/2024","96.095","96.085","96.100","96.080","123.28K","0.01%"
"02/27/2024","96.085","96.085","96.095","96.075","156.47K","0.01%"
"02/26/2024","96.080","96.100","96.105","96.075","123.81K","-0.02%"
"02/23/2024","96.095","96.085","96.105","96.080","176.61K","0.01%"
"02/22/2024","96.090","96.100","96.105","96.080","230.98K","-0.01%"
"02/21/2024","96.100","96.110","96.120","96.095","100.54K","-0.02%"
"02/20/2024","96.115","96.115","96.120","96.105","143.95K","0.05%"
"02/19/2024","96.068","96.070","96.075","96.070","12.58K","-0.01%"
"02/16/2024","96.075","96.085","96.085","96.070","15.06K","-0.01%"
"02/15/2024","96.085","96.090","96.095","96.085","7.93K","0.00%"
"02/14/2024","96.085","96.090","96.095","96.080","14.53K","0.00%"
"02/13/2024","96.085","96.090","96.105","96.085","19.20K","-0.01%"
"02/12/2024","96.090","96.095","96.095","96.085","10.91K","0.01%"
"02/09/2024","96.085","96.090","96.095","96.085","19.13K","-0.01%"
"02/08/2024","96.090","96.090","96.095","96.085","17.05K","-0.01%"
"02/07/2024","96.095","96.100","96.105","96.095","14.71K","0.00%"
"02/06/2024","96.095","96.105","96.105","96.090","15.30K","0.00%"
"02/05/2024","96.095","96.105","96.105","96.090","14.24K","-0.02%"
"02/02/2024","96.110","96.125","96.130","96.105","17.94K","-0.03%"
"02/01/2024","96.135","96.130","96.145","96.125","18.68K","-0.02%"
"01/31/2024","96.155","96.140","96.160","96.125","36.17K","0.02%"
"01/30/2024","96.135","96.150","96.150","96.130","15.57K","-0.02%"
"01/29/2024","96.150","96.130","96.150","96.130","26.07K","0.02%"
"01/26/2024","96.130","96.135","96.140","96.120","16.95K","0.00%"
"01/25/2024","96.130","96.100","96.135","96.090","31.18K","0.03%"
"01/24/2024","96.100","96.095","96.110","96.095","15.90K","0.01%"
"01/23/2024","96.095","96.090","96.100","96.090","11.19K","-0.01%"
"01/22/2024","96.100","96.105","96.110","96.095","9.89K","-0.01%"
"01/19/2024","96.105","96.115","96.125","96.100","11.17K","-0.01%"
"01/18/2024","96.115","96.140","96.140","96.110","26.66K","-0.03%"
"01/17/2024","96.140","96.155","96.155","96.135","24.66K","-0.02%"
"01/16/2024","96.155","96.150","96.170","96.145","34.84K","0.09%"
"01/15/2024","96.072","96.070","96.075","96.065","3.18K","0.00%"
"01/12/2024","96.075","96.065","96.080","96.060","23.94K","0.02%"
"01/11/2024","96.060","96.065","96.070","96.060","30.21K","-0.01%"
"01/10/2024","96.065","96.080","96.080","96.065","12.45K","-0.02%"
"01/09/2024","96.080","96.085","96.090","96.075","16.07K","-0.01%"
"01/08/2024","96.085","96.080","96.090","96.075","24.83K","0.00%"
"01/05/2024","96.085","96.080","96.090","96.070","15.63K","0.00%"
"01/04/2024","96.085","96.110","96.130","96.085","32.90K","-0.02%"
"01/03/2024","96.100","96.110","96.115","96.100","44.39K","-0.02%"
"01/02/2024","96.115","96.125","96.125","96.105","15.32K","-0.01%"
