"Date","Price","Open","High","Low","Vol.","Change %"
"03/14/2024","64.86","61.60","66.09","61.30","0.59K","4.61%"
"03/13/2024","61.99","63.00","63.40","61.37","0.43K","0.03%"
"03/12/2024","61.98","61.25","62.66","60.75","0.31K","-0.17%"
"03/11/2024","62.08","64.00","64.00","61.79","0.24K","-5.13%"
"03/08/2024","65.44","65.19","65.80","64.45","0.37K","0.84%"
"03/07/2024","64.90","67.12","67.12","64.93","0.09K","-2.14%"
"03/06/2024","66.32","68.41","71.00","66.06","0.22K","-3.16%"
"03/05/2024","68.48","68.75","71.70","67.86","0.31K","1.95%"
"03/04/2024","67.17","61.90","67.60","61.90","0.63K","4.70%"
"03/01/2024","64.16","63.00","64.35","62.60","0.45K","4.18%"
"02/29/2024","61.58","61.50","63.07","61.40","0.28K","-3.20%"
"02/28/2024","63.62","60.85","64.74","60.50","0.21K","5.80%"
"02/27/2024","60.13","58.00","61.00","57.91","0.67K","2.03%"
"02/26/2024","58.94","57.40","59.50","57.06","0.19K","4.72%"
"02/23/2024","56.28","56.00","57.63","55.70","0.14K","-1.24%"
"02/22/2024","56.99","58.75","58.75","56.60","0.25K","-3.02%"
"02/21/2024","58.76","58.35","59.26","58.20","0.16K","-0.91%"
"02/20/2024","59.30","59.00","59.89","58.30","0.19K","1.90%"
"02/19/2024","58.20","60.30","60.30","58.01","0.37K","-4.56%"
"02/16/2024","60.98","61.25","61.25","60.26","0.28K","-0.80%"
"02/15/2024","61.47","62.35","62.90","61.11","0.72K","0.38%"
"02/14/2024","61.24","61.40","62.30","60.73","0.34K","-1.88%"
"02/13/2024","62.41","64.10","64.50","62.24","0.66K","-1.48%"
"02/12/2024","63.35","64.61","64.61","63.25","0.64K","-5.13%"
"02/09/2024","66.77","67.25","67.40","65.90","0.59K","-2.61%"
"02/08/2024","68.57","69.25","69.25","68.35","1.19K","-1.35%"
"02/07/2024","69.51","68.75","70.50","68.75","0.58K","-1.68%"
"02/06/2024","70.70","70.00","71.80","70.00","0.60K","0.62%"
"02/05/2024","70.26","70.80","71.20","70.09","0.61K","-2.93%"
"02/02/2024","72.38","71.75","72.96","71.09","0.48K","0.18%"
"02/01/2024","72.25","75.00","75.00","72.00","0.45K","-3.17%"
"01/31/2024","74.62","75.75","75.75","72.30","0.64K","2.10%"
"01/30/2024","73.08","68.95","73.61","68.95","0.53K","4.87%"
"01/29/2024","69.69","71.00","71.42","69.70","0.57K","-0.08%"
"01/26/2024","69.74","67.94","71.29","67.00","0.71K","1.15%"
"01/25/2024","68.95","69.15","69.28","68.40","0.65K","-3.41%"
"01/24/2024","71.39","68.75","72.04","68.60","0.47K","6.07%"
"01/23/2024","67.30","67.50","68.12","66.18","0.50K","0.37%"
"01/22/2024","67.05","66.50","68.35","65.92","1.02K","-3.67%"
"01/19/2024","69.60","68.70","71.36","68.70","0.88K","2.62%"
"01/18/2024","67.83","67.50","69.60","67.50","1.16K","0.79%"
"01/17/2024","67.30","70.20","70.20","67.01","0.45K","-7.25%"
"01/16/2024","72.56","72.00","74.00","72.00","1.26K","-0.79%"
"01/15/2024","73.14","74.60","75.30","72.75","0.57K","-6.33%"
"01/12/2024","78.08","77.60","78.17","76.25","0.58K","2.92%"
"01/11/2024","75.87","75.00","76.20","74.60","1.16K","-0.41%"
"01/10/2024","76.18","75.80","77.01","75.50","0.30K","0.83%"
"01/09/2024","75.56","75.15","78.40","75.15","0.70K","-3.32%"
"01/08/2024","78.15","80.50","81.00","77.81","0.34K","-8.23%"
"01/05/2024","85.16","84.10","86.10","84.10","0.26K","3.41%"
"01/04/2024","82.36","82.10","83.00","79.75","0.45K","2.16%"
"01/03/2024","80.62","77.10","82.00","77.10","0.26K","5.78%"
"01/02/2024","76.21","80.75","80.75","75.50","0.48K","-5.68%"
