date,horizon_days,pnl_realized,VaR_energy,IM_energy,VaR_financials,IM_financials,AddOn_liquidity,IM_total,breach_var,breach_im
2025-07-02,5,-27823.478145963192,188238.3167055854,197650.23254086467,140200.86098564803,147210.90403493043,314896.25246239017,659757.3890381854,False,False
2025-07-03,5,-36361.71146864472,198620.41922727643,208551.44018864026,140041.2093923037,147043.26986191887,317235.6355093805,672830.3455599396,False,False
2025-07-04,5,-86032.11520547973,192037.0988253296,201638.9537665961,139844.30661018987,146836.52194069937,322779.86471229105,671255.3404195865,False,False
2025-07-07,5,-60990.94804273985,181624.18935976498,190705.39882775323,139677.6632338157,146661.54639550648,312690.8954407711,650057.8406640309,False,False
2025-07-08,5,26905.545519849824,181646.37554818916,190728.69432559863,139481.10802451696,146455.16342574282,305589.5877855991,642773.4455369406,False,False
2025-07-09,5,31142.61896893119,180012.94579319516,189013.59308285493,139447.80667135966,146420.19700492764,304946.62475003616,640380.4148378187,False,False
2025-07-10,5,12782.759416558687,186844.5115439719,196186.7371211705,139391.16394223846,146360.7221393504,309402.9335872013,651950.3928477222,False,False
2025-07-11,5,73561.19683075635,188042.0355537723,197444.13733146092,139318.5124970294,146284.4381218809,315185.17816798575,658913.7536213276,False,False
2025-07-14,5,91440.71029951166,186496.01795011424,195820.81884761996,139331.80771921226,146298.39810517288,314740.6509102135,656859.8678630063,False,False
2025-07-15,5,34150.141816470496,171152.46756966817,179710.09094815157,139402.92689773766,146373.07324262455,303512.11886516167,629595.2830559378,False,False
2025-07-16,5,33607.17612593106,178456.3825659929,187379.20169429257,139196.28519779802,146156.09945768793,296422.59374669415,629957.8948986747,False,False
2025-07-17,5,33727.95779538663,165751.0470005375,174038.5993505644,138953.22514265086,145900.8863997834,297647.8558800804,617587.3416304281,False,False
2025-07-18,5,5593.039616327771,180992.39557245208,190042.0153510747,138725.3149083278,145661.5806537442,295463.3714503722,631166.9674551911,False,False
2025-07-21,5,-42907.43943650867,162981.14906739528,171130.20652076506,138726.47870538355,145662.80264065272,295047.36185397784,611840.3710153956,False,False
2025-07-22,5,-106821.48284566135,160279.52779811964,168293.50418802563,138720.56623299222,145656.59454464185,291981.6232364713,605931.7219691388,False,False
2025-07-23,5,-128294.08567794345,162336.92522238102,170453.77148350008,138692.95481250112,145627.60255312617,297656.1674032635,613737.5414398897,False,False
2025-07-24,5,-112313.65579359086,163699.73387348963,171884.72056716413,138472.77865675595,145396.41758959377,300005.1605576791,617286.298714437,False,False
2025-07-25,5,-41925.54170590166,160724.0596388555,168760.26262079828,138313.0155620036,145228.66634010378,299315.4354841291,613304.3644450312,False,False
2025-07-28,5,-5873.842713198602,165254.79634968351,173517.5361671677,138116.5551113134,145022.38286687908,298375.60104777594,616915.5200818228,False,False
2025-07-29,5,67189.41030800252,165316.9891959205,173582.83865571654,137938.55764550326,144835.48552777842,299115.3422702215,617533.6664537165,False,False
2025-07-30,5,115362.52426273127,170540.84105415115,179067.88310685873,137727.44095695007,144613.8130047976,300414.00950494217,624095.7056165985,False,False
2025-07-31,5,119031.67588851466,165359.21370349693,173627.1743886718,137702.75347091816,144587.89114446408,300678.6810734902,618893.7466066261,False,False
2025-08-01,5,50414.51477157136,175875.11964956453,184668.87563204276,137686.26991817594,144570.58341408474,295194.3333275014,624433.7923736288,False,False
2025-08-04,5,24542.015238110165,165633.92344909927,173915.61962155424,137668.49736891064,144551.9222373562,299267.49323658785,617735.0350954983,False,False
2025-08-05,5,26223.06437885519,167864.47917250707,176257.70313113244,137643.59977860274,144525.7797675329,299012.2354462584,619795.7183449238,False,False
2025-08-06,5,-3268.9016467638503,162163.73548409864,170271.9222583036,137403.6653103039,144273.8485758191,293318.26510567893,607864.0359398016,False,False
2025-08-07,5,-14941.782946803902,158625.72553789982,166557.01181479482,137156.48426428586,144014.30847750016,308560.6828281626,619132.0031204575,False,False
2025-08-08,5,8079.526402343143,156556.29017723177,164384.10468609337,136916.77155055103,143762.61012807858,309933.92430925264,618080.6391234247,False,False
2025-08-11,5,12002.241838532453,153999.34966365073,161699.3171468333,136669.8530447885,143503.34569702792,313954.2017946579,619156.8646385191,False,False
2025-08-12,5,20048.669785814513,152374.13550121067,159992.8422762712,136648.31862648742,143480.7345578118,321115.0323535368,624588.6091876198,False,False
2025-08-13,5,7108.097744868231,148705.64014297785,156140.92215012675,136646.82260882933,143479.1637392708,326712.2696514717,626332.3555408693,False,False
2025-08-14,5,-15314.87996817138,141792.0081734404,148881.60858211244,136599.94803541087,143429.94543718142,345070.5152575526,637382.0692768465,False,False
2025-08-15,5,-43044.85797600992,143945.60479574604,151142.88503553334,136593.79889560462,143423.48884038485,354652.5792632079,649218.9531391261,False,False
2025-08-18,5,-67747.73999327331,151226.90130956256,158788.2463750407,136406.08383970975,143226.38803169524,363211.799532913,665226.433939649,False,False
2025-08-19,5,-27988.870206461004,142937.39155383199,150084.26113152358,136253.87895868515,143066.5729066194,365059.07509538974,658209.9091335328,False,False
2025-08-20,5,-525.0273885043234,141605.58579085808,148685.86508040098,136052.37357102288,142854.99224957402,367338.3952734391,658879.2526034141,False,False
2025-08-21,5,-4413.867883617381,146893.82348421466,154238.5146584254,135847.57163841493,142639.95022033568,368656.0938586864,665534.5587374475,False,False
2025-08-22,5,2161.6019071093297,151898.10628828977,159493.01160270427,135739.19613095594,142526.15593750373,386529.6743134291,688548.841853637,False,False
2025-08-25,5,52925.26424670401,,0.0,,0.0,153873.12795332557,153873.12795332557,False,False
2025-08-26,5,-18929.50022706541,151511.78635103375,159087.37566858545,135492.46419829637,142267.0874082112,365285.8270889911,666640.2901657878,False,False
2025-08-27,5,-3206.6015377945823,149657.24992242345,157140.11241854462,135385.38320089903,142154.652360944,370953.4974654451,670248.2622449338,False,False
2025-08-28,5,-3068.139941031817,140593.7015030931,147623.38657824777,135199.78874022226,141959.77817723338,385340.0148449724,674923.1796004536,False,False
2025-08-29,5,29599.05029049843,146502.4867895714,153827.61112905,135063.01753786902,141816.16841476248,384700.82027643366,680344.5998202462,False,False
2025-09-01,5,29344.143103981904,149291.25917250273,156755.82213112788,134955.2108147295,141702.971355466,385418.43914332974,683877.2326299236,False,False
2025-09-02,5,31395.33505150947,143177.33313914403,150336.19979610122,134818.67138888573,141559.60495833002,387006.3941529093,678902.1989073405,False,False
2025-09-03,5,-78374.2000564217,139484.72470458708,146458.96093981643,134768.2757749677,141506.6895637161,385797.3827587996,673763.0332623321,False,False
2025-09-04,5,-50312.69499654025,136118.54000882758,142924.46700926896,134710.91373279985,141446.45941943984,392400.4946567219,676771.4210854308,False,False
2025-09-05,5,-85055.17491956262,143291.0501946143,150455.60270434502,134680.74132986335,141414.77839635653,385150.25236740644,677020.633468108,False,False
2025-09-08,5,-88342.64388779762,143378.23149627808,150547.143071092,134612.857883849,141343.50077804146,382655.9604047281,674546.6042538616,False,False
2025-09-09,5,-92031.69741881103,134883.18456771638,141627.3437961022,134478.88118435538,141202.82524357317,396992.16277400655,679822.3318136819,False,False
2025-09-10,5,10149.280490219437,138563.2132871373,145491.37395149417,134522.94770656238,141249.09509189051,379441.9356112791,666182.4046546638,False,False
2025-09-11,5,-67763.0464597886,136660.56540460687,143493.5936748372,134385.63510727044,141104.91686263398,348109.1555477864,632707.6660852575,False,False
2025-09-12,5,-42545.81270404462,139083.66047377556,146037.84349746435,134271.41067690254,140984.98121074768,320248.81808896165,607271.6427971737,False,False
2025-09-15,5,-18474.341564025905,131197.431467242,137757.30304060408,134205.10598079592,140915.36127983572,311169.31441115175,589841.9787315915,False,False
2025-09-16,5,-26754.84184109202,137796.1111161531,144685.91667196076,134110.13790364424,140815.64479882646,311083.4331018326,596584.9945726198,False,False
2025-09-17,5,-59002.67101816095,130528.05007874587,137054.45258268318,133994.1926274189,140693.90225878987,300477.5543144876,578225.9091559607,False,False
