date,horizon_days,pnl_realized,VaR_energy,IM_energy,VaR_financials,IM_financials,AddOn_liquidity,IM_total,breach_var,breach_im
2025-03-24,5,-12507.353150972209,0.0,0.0,126479.02256258237,132802.9736907115,437615.6803333061,570418.6540240175,False,False
2025-03-25,5,-24916.743912607446,0.0,0.0,136405.01295664115,143225.2636044732,430452.5953642869,573677.8589687601,False,False
2025-03-26,5,-9636.66543375596,0.0,0.0,146971.8170060911,154320.40785639564,437737.543349964,592057.9512063597,False,False
2025-03-27,5,83771.51531203912,0.0,0.0,146735.19428784912,154071.95400224157,436044.38138316903,590116.3353854106,False,False
2025-03-28,5,177290.47581056666,0.0,0.0,146565.37700670317,153893.64585703833,433751.44525768334,587645.0911147217,True,False
2025-03-31,5,236610.24519082843,0.0,0.0,146300.04774603652,153615.05013333834,426570.90653862816,580185.9566719665,True,False
2025-04-01,5,274988.9813467936,0.0,0.0,146130.65525794384,153437.18802084104,417437.8051128065,570874.9931336476,True,False
2025-04-02,5,274482.6547753867,0.0,0.0,145937.96454652632,153234.86277385263,414548.518189835,567783.3809636877,True,False
2025-04-03,5,193078.5341473695,0.0,0.0,145798.28686264687,153088.20120577922,400287.37090763095,553375.5721134101,True,False
2025-04-04,5,58382.74682146447,0.0,0.0,145560.21580318199,152838.2265933411,345589.07493462815,498427.30152796925,False,False
2025-04-07,5,25593.07463880912,0.0,0.0,145354.17568299724,152621.88446714712,326162.2201254027,478784.1045925498,False,False
2025-04-08,5,52578.75820161573,0.0,0.0,145170.95435417368,152429.50207188237,309228.64317115454,461658.1452430369,False,False
2025-04-09,5,17637.73662637211,0.0,0.0,144932.25771254048,152178.8705981675,291823.0538595276,444001.9244576951,False,False
2025-04-10,5,-7527.700582019999,0.0,0.0,144400.5263147075,151620.5526304429,282421.0487336273,434041.6013640702,False,False
2025-04-11,5,32323.65883311766,0.0,0.0,144133.3663591475,151340.03467710488,277830.2906778785,429170.32535498333,False,False
2025-04-14,5,127836.39817340144,0.0,0.0,143833.40460325003,151025.07483341254,278021.7375998707,429046.81243328325,False,False
2025-04-15,5,-18439.110380710154,0.0,0.0,144132.74313573027,151339.38029251678,271728.4503264355,423067.8306189523,False,False
2025-04-16,5,58809.02755269183,0.0,0.0,143853.67822852457,151046.3621399508,257424.56355609084,408470.92569604167,False,False
2025-04-17,5,36324.32553811035,0.0,0.0,144012.47794388217,151213.10184107628,259836.99500684277,411050.09684791905,False,False
2025-04-21,5,-8364.186232183318,0.0,0.0,,0.0,146.92499999999998,146.92499999999998,False,False
2025-04-22,5,53475.75651974696,0.0,0.0,143537.66939958488,150714.55286956413,251593.25931063603,402307.8121802001,False,False
2025-04-23,5,49680.701530101476,0.0,0.0,143245.0420049952,150407.29410524495,245194.06296256365,395601.3570678086,False,False
2025-04-24,5,70074.9436175013,0.0,0.0,142997.85014111837,150147.7426481743,240885.11243148887,391032.85507966316,False,False
2025-04-25,5,70410.13117557377,0.0,0.0,142705.33198583595,149840.59858512774,236045.05293727876,385885.6515224065,False,False
2025-04-28,5,68010.01546323062,0.0,0.0,142576.84150768584,149705.68358307015,236177.2219381271,385882.90552119724,False,False
2025-04-29,5,-10003.26018156993,0.0,0.0,142456.455999078,149579.2787990319,233366.8812587133,382946.1600577452,False,False
2025-04-30,5,-32068.68611264867,0.0,0.0,142336.20417842222,149453.01438734334,232472.1337700754,381925.1481574187,False,False
2025-05-01,5,-24201.257852473216,0.0,0.0,,0.0,187474.76444711353,187474.76444711353,False,False
2025-05-02,5,-90594.99997308699,0.0,0.0,142061.2492611444,149164.31172420163,227068.78684813477,376233.09857233637,False,False
2025-05-05,5,-151630.65145882845,0.0,0.0,,0.0,46697.52285994299,46697.52285994299,False,False
2025-05-06,5,-101728.36121013359,0.0,0.0,141751.3056889051,148838.87097335036,226408.7101768597,375247.58115021006,False,False
2025-05-07,5,-98631.53880807654,0.0,0.0,141584.42796463543,148663.6493628672,223735.86257449648,372399.51193736366,False,False
2025-05-08,5,-36356.741221604,0.0,0.0,141351.17303129117,148418.73168285572,222914.23632690957,371332.96800976526,False,False
2025-05-09,5,-26526.113057659455,0.0,0.0,141186.00959780332,148245.3100776935,223954.5839482633,372199.89402595675,False,False
2025-05-12,5,26736.715878918272,0.0,0.0,140980.37829751184,148029.39721238744,225823.83420310466,373853.23141549213,False,False
2025-05-13,5,68319.53299497196,0.0,0.0,140815.72670860396,147856.51304403416,229944.2645469781,377800.7775910123,False,False
2025-05-14,5,61875.95253655124,0.0,0.0,140626.03400107802,147657.33570113193,232689.62497981294,380346.96068094485,False,False
2025-05-15,5,43482.9737563748,0.0,0.0,140458.72774696018,147481.6641343082,240826.05117634096,388307.71531064913,False,False
2025-05-16,5,51186.48797809271,0.0,0.0,140305.43585406052,147320.70764676356,254911.69930400955,402232.4069507731,False,False
2025-05-19,5,43599.5383253553,0.0,0.0,140130.92860485,147137.4750350925,264614.6396468922,411752.1146819847,False,False
2025-05-20,5,6800.692087147152,0.0,0.0,139927.93187789668,146924.32847179152,271088.1778592017,418012.5063309932,False,False
2025-05-21,5,-15076.401628631884,0.0,0.0,139664.43943045722,146647.6614019801,278564.6919195741,425212.3533215542,False,False
2025-05-22,5,20205.88040902521,0.0,0.0,139400.96646341754,146371.01478658844,284570.93542397325,430941.9502105617,False,False
2025-05-23,5,12449.578152056607,0.0,0.0,139158.90434677503,146116.8495641138,266272.91353433195,412389.7630984457,False,False
2025-05-26,5,61351.88190528446,0.0,0.0,,0.0,113383.56029239512,113383.56029239512,False,False
2025-05-27,5,-15808.566436345453,0.0,0.0,138877.47250941102,145821.34613488158,265748.3983409709,411569.74447585247,False,False
2025-05-28,5,10826.279213814149,0.0,0.0,138727.3745996433,145663.7433296255,257326.05609331725,402989.79942294274,False,False
2025-05-29,5,-35550.78332776656,0.0,0.0,138592.51603775038,145522.14183963792,242526.81913330994,388048.9609729479,False,False
2025-05-30,5,-57157.81688191645,159680.430452185,167664.45197479427,138385.80316192136,145305.09332001742,246588.69244383505,559558.2377386468,False,False
2025-06-02,5,-41572.69361057866,153395.18232209858,161064.94143820353,138179.2072775395,145088.16764141648,246070.94601413867,552224.0550937586,False,False
2025-06-03,5,-6674.242341063156,160764.65351923462,168802.88619519636,137994.39591774516,144894.11571363243,242199.92474352213,555896.9266523509,False,False
2025-06-04,5,-71011.67074173361,160704.4990705574,168739.72402408527,137795.35540401834,144685.12317421925,244580.72490583622,558005.5721041407,False,False
2025-06-05,5,-49607.84606100972,154348.00294572298,162065.40309300914,137530.14106505032,144406.64811830284,243341.4650004655,549813.5162117775,False,False
2025-06-06,5,-128902.54915021485,158013.26705266218,165913.9304052953,137296.06714634175,144160.87050365884,244257.7656171497,554332.5665261038,False,False
2025-06-09,5,-90980.99248724994,160870.5617167746,168914.08980261334,137069.35363875097,143922.82132068853,244440.34186626776,557277.2529895696,False,False
2025-06-10,5,-160348.263251371,150017.73853384424,157518.62546053645,136842.65800143726,143684.79090150914,247060.48174926656,548263.8981113122,False,False
2025-06-11,5,-213678.25305978302,161480.8921039468,169554.93670914415,136698.4089761012,143533.32942490626,250591.61642107996,563679.8825551304,False,False
2025-06-12,5,-262632.8112089134,155037.70131123273,162789.58637679438,136524.93303076838,143351.1796823068,249453.31162762106,555594.0776867223,False,False
2025-06-13,5,-143175.9921714536,180367.28948740847,189385.6539617789,136328.09740304897,143144.50227320142,251516.55238684744,584046.7086218278,False,False
2025-06-16,5,-98729.3108856089,182620.63929925268,191751.6712642153,136189.90692182712,142999.4022679185,277682.26229526085,612433.3358273946,False,False
2025-06-17,5,75319.85650534739,198157.79664860712,208065.6864810375,136010.29338884447,142810.8080582867,298285.14010826504,649161.6346475892,False,False
2025-06-18,5,169581.54384873406,181016.7460619181,190067.583365014,136334.97288056577,143151.72152459406,295619.98185695824,628839.2867465663,False,False
2025-06-19,5,250784.2645637831,189745.17247515504,199232.43109891278,136677.6044028318,143511.48462297342,287992.79223803256,630736.7079599188,False,False
2025-06-20,5,226491.24097466003,183322.2551088433,192488.36786428548,137039.79224386343,143891.7818560566,293108.5513525677,629488.7010729098,False,False
2025-06-23,5,214443.38540222988,202559.50326153776,212687.47842461464,137422.47476009367,144293.59849809835,299027.06178966863,656008.1387123816,False,False
2025-06-24,5,86459.0200696015,220309.870195792,231325.3637055816,137795.27227496123,144685.0358887093,294988.7775168624,670999.1771111533,False,False
2025-06-25,5,68204.915522699,215784.25089084444,226573.4634353867,138192.5738839175,145102.20257811339,299915.6671603744,671591.3331738745,False,False
2025-06-26,5,57959.53864816102,210570.0158571964,221098.51665005623,138628.09202003654,145559.49662103836,315569.0627341559,682227.0760052504,False,False
2025-06-27,5,56952.178825301344,198468.75560694613,208392.19338729343,138997.27476972237,145947.1385082085,321882.7659979962,676222.0978934981,False,False
2025-06-30,5,-21626.671203967693,207351.4808208009,217719.05486184097,139389.23949789882,146358.70147279376,327935.4295085971,692013.1858432319,False,False
2025-07-01,5,-44204.228797296004,188964.72948808494,198412.9659624892,139803.58982672068,146793.76931805673,316827.6974606019,662034.4327411478,False,False
